name,1-1-mtk,1-2-mtk,2-1-mtk,2-2-mtk,1-1-ing,1-2-ing,2-1-ing,2-2-ing,1-1-bhs,1-2-bhs,2-1-bhs,2-2-bhs,1-1-kkm_bhs,1-2-kkm_bhs,2-1-kkm_bhs,2-2-kkm_bhs,1-1-kkm_ing,1-2-kkm_ing,2-1-kkm_ing,2-2-kkm_ing,1-1-kkm_mtk,1-2-kkm_mtk,2-1-kkm_mtk,2-2-kkm_mtk,IPK
student395,78.00,76.00,77.00,78.00,80.00,80.00,79.00,80.00,80.00,79.00,80.00,81.00,76.00,76.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.197500
student396,86.00,84.00,89.00,87.00,75.00,78.00,90.00,81.00,86.00,86.00,86.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.042500
student397,71.00,80.00,81.00,79.00,75.00,76.00,84.00,80.00,91.00,83.00,85.00,84.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.830000
student398,88.00,86.00,85.00,84.00,81.00,86.00,84.00,83.00,88.00,83.00,83.00,84.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,2.725000
student399,81.00,89.00,87.00,81.00,80.00,84.00,82.00,78.00,82.00,85.00,83.00,83.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.007500
student400,79.00,81.00,90.00,90.00,78.00,81.00,89.00,90.00,75.00,83.00,88.00,91.00,68.00,68.00,75.00,75.00,68.00,68.00,75.00,75.00,68.00,68.00,75.00,75.00,3.085000
student401,79.00,80.00,82.00,84.00,78.00,80.00,83.00,87.00,76.00,83.00,85.00,92.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.357142
student402,74.00,70.00,75.00,74.00,86.00,78.00,78.00,78.00,71.00,75.00,77.00,76.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.218604
student403,83.00,83.00,82.00,82.00,78.00,86.00,88.00,88.00,79.00,82.00,84.00,86.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.341860
student404,78.00,78.00,80.00,84.00,89.00,89.00,90.00,86.00,81.00,79.00,85.00,87.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.350000
student405,94.00,100.00,86.00,78.00,95.00,91.00,90.00,79.00,78.00,83.00,82.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.644186
student406,90.00,92.00,82.00,82.00,86.00,85.00,88.00,87.00,82.00,80.00,81.00,84.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.432500
student407,87.00,86.00,72.00,78.00,80.00,83.00,91.00,94.00,75.00,75.00,83.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.400000
student408,89.00,97.00,89.00,89.00,92.00,94.00,90.00,90.00,94.00,95.00,87.00,93.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.713953
student409,79.00,82.00,82.00,83.00,78.00,79.00,81.00,81.00,82.00,89.00,84.00,86.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.686046
student410,80.00,88.00,85.00,81.00,78.00,86.00,76.00,76.00,82.00,87.00,87.00,82.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.255813
student411,83.00,84.00,82.00,83.00,88.00,89.00,86.00,83.00,88.00,85.00,85.00,85.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.907500
student412,85.00,84.00,81.00,79.00,84.00,88.00,84.00,92.00,77.00,80.00,82.00,80.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.557500
student413,74.00,76.00,79.00,81.00,80.00,82.00,84.00,87.00,78.00,81.00,86.00,93.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.506976
student414,90.00,89.00,86.00,87.00,84.00,86.00,82.00,86.00,89.00,84.00,83.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,2.812500
student415,77.00,81.00,85.00,83.00,82.00,85.00,90.00,91.00,84.00,87.00,78.00,78.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.340909
student416,75.00,75.00,80.00,80.00,79.00,78.00,86.00,86.00,82.00,85.00,80.00,83.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.111904
student417,84.00,85.00,82.00,83.00,83.00,75.00,84.00,77.00,84.00,83.00,84.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.193181
student418,75.00,75.00,78.00,78.00,91.00,91.00,90.00,92.00,87.00,87.00,88.00,84.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.670454
student419,84.00,85.00,90.00,86.00,84.00,88.00,77.00,85.00,84.00,87.00,80.00,80.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.963636
student420,74.00,82.00,86.00,82.00,78.00,74.00,78.00,80.00,92.00,85.00,80.00,77.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.476190
student421,80.00,76.00,79.00,95.00,88.00,77.00,75.00,78.00,82.00,80.00,88.00,94.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.170454
student422,73.00,73.00,76.00,80.00,86.00,82.00,82.00,80.00,75.00,88.00,77.00,85.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.120454
student423,78.00,80.00,86.00,86.00,79.00,83.00,86.00,87.00,77.00,78.00,81.00,84.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.411363
student424,75.00,76.00,78.00,80.00,75.00,76.00,76.00,82.00,79.00,81.00,83.00,84.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.400000
student425,82.00,89.00,83.00,86.00,85.00,84.00,90.00,85.00,82.00,80.00,76.00,80.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,0.190476
student426,80.00,78.00,82.00,83.00,71.00,76.00,78.00,79.00,77.00,80.00,79.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.954761
student427,85.00,84.00,86.00,88.00,84.00,85.00,80.00,82.00,84.00,89.00,89.00,92.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.716666
student428,84.00,86.00,79.00,86.00,76.00,70.00,83.00,74.00,78.00,80.00,75.00,78.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.384090
student429,80.00,75.00,75.00,81.00,81.00,84.00,75.00,80.00,85.00,80.00,83.00,79.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.033333
student430,76.00,84.00,85.00,83.00,87.00,85.00,88.00,84.00,82.00,85.00,86.00,89.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,3.455555
student431,87.00,87.00,89.00,91.00,84.00,84.00,88.00,88.00,81.00,82.00,85.00,86.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.680555
student432,87.00,87.00,87.00,82.00,85.00,84.00,83.00,87.00,81.00,81.00,81.00,83.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.708333
student433,80.00,81.00,83.00,94.00,80.00,83.00,84.00,85.00,75.00,73.00,87.00,92.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.741666
student434,89.00,91.00,91.00,85.00,82.00,92.00,86.00,85.00,83.00,88.00,88.00,85.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.433333
student435,79.00,79.00,80.00,77.00,84.00,82.00,88.00,88.00,80.00,80.00,80.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.094444
student436,89.00,83.00,83.00,85.00,86.00,86.00,84.00,86.00,81.00,82.00,87.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.419444
student437,85.00,91.00,89.00,91.00,87.00,88.00,85.00,91.00,80.00,98.00,90.00,93.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,1.844444
student438,80.00,78.00,82.00,78.00,87.00,84.00,89.00,84.00,81.00,81.00,84.00,83.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.186111
student439,74.00,81.00,82.00,81.00,80.00,82.00,82.00,82.00,82.00,82.00,83.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0.000000
student440,82.00,85.00,91.00,86.00,77.00,83.00,81.00,81.00,80.00,75.00,78.00,90.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.947500
student441,77.00,80.00,82.00,93.00,89.00,90.00,88.00,92.00,80.00,82.00,83.00,85.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,3.692500
student442,73.00,76.00,77.00,80.00,77.00,77.00,81.00,82.00,74.00,74.00,84.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.070000
student443,80.00,83.00,86.00,88.00,82.00,81.00,88.00,88.00,86.00,89.00,88.00,89.00,76.00,76.00,78.00,78.00,76.00,76.00,78.00,78.00,76.00,76.00,78.00,78.00,3.555000
student444,90.00,90.00,90.00,96.00,86.00,87.00,88.00,94.00,82.00,84.00,89.00,90.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.737500
student445,82.00,87.00,83.00,84.00,83.00,84.00,85.00,84.00,80.00,82.00,88.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.045000
student446,83.00,89.00,86.00,91.00,85.00,93.00,77.00,81.00,90.00,90.00,95.00,95.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.407500
student447,91.00,92.00,91.00,91.00,84.00,85.00,87.00,87.00,82.00,83.00,84.00,87.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.947500
student448,76.00,83.00,80.00,79.00,88.00,89.00,92.00,87.00,82.00,83.00,85.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.545000
student449,87.00,84.00,90.00,90.00,78.00,81.00,83.00,83.00,77.00,78.00,87.00,87.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.735000
student450,87.00,83.00,86.00,84.00,94.00,94.00,95.00,91.00,89.00,87.00,88.00,81.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,3.447500
student451,76.00,80.00,78.00,76.00,70.00,78.00,78.00,83.00,70.00,72.00,75.00,77.00,70.00,70.00,73.00,73.00,70.00,70.00,73.00,73.00,70.00,70.00,73.00,73.00,2.900000
student452,76.00,81.00,86.00,88.00,75.00,77.00,85.00,89.00,78.00,78.00,85.00,81.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.392500
student453,98.00,85.00,81.00,81.00,78.00,81.00,79.00,83.00,82.00,86.00,82.00,84.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.947500
student454,83.00,85.00,95.00,89.00,86.00,80.00,84.00,96.00,86.00,84.00,88.00,91.00,74.00,74.00,75.00,75.00,74.00,74.00,75.00,75.00,74.00,74.00,75.00,75.00,3.300000
student455,85.00,81.00,86.00,86.00,90.00,80.00,87.00,89.00,82.00,87.00,84.00,88.00,74.00,74.00,75.00,75.00,74.00,74.00,75.00,75.00,74.00,74.00,75.00,75.00,3.262500
student456,75.00,76.00,77.00,71.00,80.00,81.00,80.00,84.00,80.00,85.00,82.00,90.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.347500
student457,70.00,75.00,80.00,79.00,77.00,72.00,68.00,72.00,70.00,72.00,70.00,78.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.190243
student458,85.00,84.00,83.00,88.00,76.00,80.00,82.00,81.00,77.00,82.00,81.00,80.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.124390
student459,80.00,89.00,91.00,91.00,84.00,93.00,93.00,90.00,85.00,90.00,91.00,92.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.324390
student460,82.00,90.00,95.00,91.00,89.00,80.00,90.00,92.00,88.00,86.00,77.00,87.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.756097
student461,77.00,80.00,80.00,85.00,89.00,90.00,86.00,87.00,84.00,87.00,86.00,87.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.424390
student462,82.00,86.00,90.00,80.00,88.00,89.00,88.00,87.00,79.00,83.00,91.00,81.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.453658
student463,83.00,84.00,86.00,84.00,85.00,85.00,88.00,90.00,82.00,83.00,85.00,88.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.804651
student464,83.00,80.00,80.00,81.00,82.00,84.00,92.00,84.00,80.00,80.00,78.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.490697
student465,94.00,85.00,87.00,84.00,90.00,89.00,82.00,85.00,80.00,83.00,79.00,80.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,3.548837
student466,79.00,79.00,84.00,75.00,88.00,94.00,88.00,85.00,86.00,86.00,85.00,88.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.151162
student467,80.00,83.00,83.00,87.00,79.00,79.00,84.00,86.00,84.00,84.00,90.00,92.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.790697
student468,85.00,89.00,89.00,82.00,84.00,88.00,82.00,84.00,81.00,87.00,90.00,86.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.944186
student469,83.00,91.00,84.00,81.00,83.00,80.00,85.00,86.00,83.00,83.00,86.00,80.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.174418
student470,81.00,82.00,79.00,79.00,92.00,87.00,87.00,85.00,82.00,85.00,94.00,81.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.183720
student471,72.00,87.00,77.00,78.00,77.00,73.00,76.00,87.00,72.00,80.00,76.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.230232
student472,77.00,77.00,79.00,81.00,84.00,84.00,87.00,87.00,80.00,80.00,82.00,83.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.269767
student473,83.00,83.00,90.00,89.00,76.00,93.00,87.00,84.00,81.00,87.00,86.00,89.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.754761
student474,67.00,67.00,74.00,75.00,79.00,82.00,74.00,76.00,75.00,80.00,72.00,71.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,3.454761
student475,86.00,86.00,83.00,83.00,83.00,86.00,83.00,84.00,83.00,82.00,85.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.169047
student476,73.00,78.00,81.00,84.00,79.00,74.00,84.00,86.00,81.00,84.00,86.00,86.00,73.00,73.00,74.00,74.00,73.00,73.00,74.00,74.00,73.00,73.00,74.00,74.00,3.476190
student477,78.00,81.00,81.00,85.00,82.00,83.00,89.00,87.00,80.00,80.00,81.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.459523
student478,77.00,78.00,76.00,77.00,72.00,81.00,81.00,83.00,72.00,73.00,76.00,78.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.339534
student479,84.00,86.00,92.00,93.00,87.00,88.00,87.00,88.00,85.00,86.00,87.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.839473
student480,72.00,78.00,79.00,75.00,84.00,83.00,85.00,82.00,80.00,76.00,80.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.595238
student481,60.00,60.00,70.00,70.00,78.00,78.00,71.00,68.00,98.00,98.00,66.00,82.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,1.630952
student482,85.00,84.00,88.00,86.00,92.00,91.00,91.00,94.00,93.00,95.00,98.00,95.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.233333
student483,77.00,70.00,70.00,70.00,80.00,81.00,85.00,86.00,81.00,90.00,88.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.588095
student484,81.00,86.00,82.00,81.00,89.00,90.00,88.00,87.00,81.00,81.00,87.00,97.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.657142
student485,83.00,79.00,79.00,79.00,88.00,85.00,75.00,74.00,78.00,89.00,78.00,80.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.319047
student486,85.00,86.00,94.00,83.00,91.00,90.00,95.00,95.00,90.00,95.00,86.00,93.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.911627
student487,77.00,81.00,78.00,87.00,84.00,85.00,92.00,94.00,88.00,88.00,80.00,82.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,
student488,94.00,94.00,89.00,96.00,95.00,90.00,96.00,97.00,93.00,93.00,93.00,92.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.795000
student489,76.00,97.00,83.00,85.00,88.00,73.00,80.00,86.00,80.00,83.00,84.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.695000
student490,81.00,90.00,90.00,84.00,84.00,83.00,86.00,83.00,82.00,87.00,91.00,94.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.260000
student491,91.00,84.00,84.00,79.00,85.00,87.00,81.00,86.00,84.00,82.00,89.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.780000
student492,75.00,75.00,76.00,77.00,75.00,75.00,75.00,75.00,69.00,82.00,75.00,75.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.210000
student493,81.00,87.00,83.00,78.00,92.00,93.00,88.00,87.00,93.00,95.00,87.00,92.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.670000
student494,92.00,88.00,94.00,95.00,89.00,92.00,96.00,96.00,98.00,95.00,93.00,95.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.515000
student495,71.00,69.00,82.00,82.00,81.00,81.00,75.00,88.00,82.00,84.00,83.00,84.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.395000
student496,79.00,79.00,79.00,79.00,82.00,87.00,87.00,80.00,79.00,78.00,87.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.552631
student497,85.00,79.00,85.00,76.00,82.00,75.00,88.00,81.00,80.00,84.00,76.00,79.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.697368
student498,87.00,88.00,88.00,89.00,93.00,93.00,88.00,85.00,83.00,88.00,88.00,86.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.786842
student499,83.00,83.00,88.00,85.00,85.00,86.00,91.00,83.00,79.00,83.00,88.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.673684
student500,93.00,99.00,98.00,99.00,91.00,95.00,84.00,91.00,88.00,99.00,99.00,97.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.931578
student501,86.00,80.00,89.00,81.00,85.00,85.00,80.00,83.00,80.00,90.00,86.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.647368
student502,90.00,85.00,82.00,82.00,86.00,80.00,88.00,84.00,80.00,91.00,86.00,97.00,75.00,75.00,75.00,78.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.055000
student503,76.00,76.00,83.00,79.00,81.00,78.00,83.00,84.00,78.00,84.00,80.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.281395
student504,75.00,75.00,75.00,75.00,98.00,94.00,88.00,89.00,77.00,81.00,80.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.014285
student505,67.00,72.00,75.00,76.00,86.00,86.00,84.00,85.00,79.00,79.00,75.00,75.00,67.00,67.00,75.00,75.00,67.00,67.00,75.00,75.00,67.00,67.00,75.00,75.00,2.852500
student506,76.00,79.00,80.00,83.00,80.00,84.00,85.00,88.00,80.00,83.00,84.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.776744
student507,96.00,97.00,84.00,87.00,88.00,89.00,90.00,91.00,86.00,85.00,85.00,86.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.769767
student508,75.00,78.00,82.00,75.00,81.00,83.00,83.00,81.00,82.00,84.00,86.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.283333
student509,79.00,81.00,86.00,86.00,83.00,86.00,87.00,90.00,83.00,85.00,87.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.390476
student510,73.00,82.00,81.00,83.00,73.00,80.00,83.00,95.00,82.00,77.00,88.00,88.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,3.030952
student511,79.00,81.00,86.00,88.00,80.00,81.00,83.00,85.00,80.00,82.00,84.00,85.00,67.00,67.00,68.00,68.00,67.00,67.00,68.00,68.00,67.00,67.00,68.00,68.00,3.672093
student512,87.00,82.00,80.00,85.00,85.00,90.00,85.00,84.00,83.00,83.00,86.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.474418
student513,89.00,89.00,88.00,88.00,84.00,86.00,90.00,90.00,87.00,88.00,92.00,92.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,3.507142
student514,70.00,76.00,85.00,86.00,83.00,84.00,82.00,83.00,73.00,88.00,85.00,91.00,72.00,72.00,75.00,75.00,72.00,72.00,75.00,75.00,72.00,72.00,75.00,75.00,3.272093
student515,85.00,80.00,85.00,70.00,78.00,83.00,85.00,84.00,82.00,81.00,83.00,84.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.490697
student516,75.00,82.00,84.00,80.00,92.00,91.00,83.00,81.00,90.00,93.00,85.00,87.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.672093
student517,60.00,70.00,72.00,73.00,70.00,62.00,68.00,75.00,67.00,79.00,77.00,70.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,2.762500
student518,78.00,80.00,83.00,85.00,80.00,80.00,90.00,90.00,80.00,81.00,83.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.292500
student519,76.00,83.00,83.00,82.00,89.00,87.00,83.00,87.00,80.00,81.00,85.00,85.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.211627
student520,77.00,82.00,93.00,93.00,86.00,89.00,88.00,85.00,90.00,89.00,93.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.706976
student521,77.00,83.00,74.00,74.00,80.00,80.00,80.00,74.00,78.00,79.00,79.00,79.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.175000
student522,83.00,83.00,83.00,84.00,78.00,79.00,75.00,78.00,79.00,80.00,81.00,82.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,2.947500
student523,65.00,67.00,70.00,66.00,76.00,71.00,84.00,80.00,75.00,79.00,71.00,87.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.395000
student524,80.00,74.00,71.00,77.00,85.00,86.00,73.00,74.00,77.00,76.00,80.00,82.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.775000
student525,69.00,81.00,84.00,80.00,77.00,79.00,74.00,75.00,78.00,82.00,73.00,85.00,67.00,67.00,73.00,73.00,67.00,67.00,73.00,73.00,67.00,67.00,73.00,73.00,3.080000
student526,81.00,86.00,90.00,94.00,79.00,84.00,90.00,78.00,85.00,90.00,85.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,4.000000
